customerkey,customername,age,maritalstatus,gender,datefirstpurchase,city,stateprovincename,englishcountryregionname
22544,Maria Evans,45,M,F,02-04-2022,Royal Oak,British Columbia,Canada
22545,Brittany Bryant,39,M,F,08-05-2022,Langford,British Columbia,Canada
22546,Nicholas L Jones,40,M,M,8/21/2022,Lebanon,Oregon,United States
22547,Elijah C Flores,46,S,M,05-07-2022,National City,California,United States
22548,Angela Brooks,46,M,F,01-02-2023,San Carlos,California,United States
22549,Isabel C Russell,46,M,F,03-02-2022,Olympia,Washington,United States
22550,Kristopher W Rana,51,M,M,8/17/2022,York,England,United Kingdom
22551,Andy M Rubio,55,S,M,10/29/2022,München,Nordrhein-Westfalen,Germany
22552,Andrea Rusko,55,S,F,6/28/2022,Pantin,Seine Saint Denis,France
22553,Melinda C Vazquez,82,M,F,07-06-2022,Oxford,England,United Kingdom
22554,Gilbert Xu,48,M,M,03-11-2022,York,England,United Kingdom
22555,Ethan Taylor,59,M,M,9/15/2022,Saint-Denis,Seine Saint Denis,France
22556,Oscar F Griffin,59,S,M,7/13/2022,Tremblay-en-France,Seine Saint Denis,France
22557,Jason Scott,60,S,M,7/31/2022,Leeds,England,United Kingdom
22558,Ernest A Ye,55,M,M,5/26/2022,Warrington,England,United Kingdom
22559,Stacy Vazquez,54,S,F,2/13/2022,York,England,United Kingdom
22560,Casey C Jai,54,S,F,4/23/2022,Billericay,England,United Kingdom
22561,Katie Nara,60,S,F,7/25/2022,Croix,Nord,France
22562,Kelli W Li,61,S,F,3/14/2022,Drancy,Seine Saint Denis,France
22563,Darren A Weber,61,S,M,9/26/2022,Saarbrücken,Saarland,Germany
22564,Autumn A Sun,55,M,F,10-02-2022,Oxon,England,United Kingdom
22565,Brenda L Subram,61,S,F,11/19/2022,Frankfurt am Main,Saarland,Germany
22566,Damien M Pal,62,S,M,11/26/2022,Bracknell,England,United Kingdom
22567,Glenn Zhu,80,M,M,06-09-2022,Paris,Seine (Paris),France
22568,Autumn Wu,80,S,F,7/17/2022,Berlin,Saarland,Germany
22569,Johnny J Goel,79,M,M,3/19/2022,Maidenhead,England,United Kingdom
22570,Jackson Yang,78,S,M,11-01-2022,Watford,England,United Kingdom
22571,Armando Vazquez,37,M,M,05-07-2021,Milsons Point,New South Wales,Australia
22572,Karen Cai,37,M,F,5/25/2021,Wollongong,New South Wales,Australia
22573,Lance Sanz,37,S,M,5/22/2021,Goulburn,New South Wales,Australia
22574,Randy B Zheng,38,M,M,06-03-2022,Port Macquarie,New South Wales,Australia
22575,Orlando Blanco,37,S,M,05-01-2021,Melbourne,Victoria,Australia
22576,Tony L Xu,36,S,M,05-01-2021,North Ryde,New South Wales,Australia
22577,Bryant S Sai,37,M,M,5/29/2021,Port Macquarie,New South Wales,Australia
22578,Juan P Vazquez,40,S,M,05-09-2021,Seaford,Victoria,Australia
22579,Kara Lal,41,S,F,5/16/2021,Port Macquarie,New South Wales,Australia
22580,Alexis Long,38,S,F,05-02-2021,Gold Coast,Queensland,Australia
22581,Theresa F Vazquez,38,M,F,05-10-2021,Wollongong,New South Wales,Australia
22582,Evelyn D Madan,37,S,F,05-06-2021,Townsville,Queensland,Australia
22583,Troy R Sara,40,S,M,5/15/2021,Hervey Bay,Queensland,Australia
22584,Meagan Lopez,56,S,F,6/26/2022,Les Ulis,Essonne,France
22585,Kelvin A He,56,S,M,5/28/2022,Essen,Hamburg,Germany
22586,Derek T Shen,51,M,M,11/26/2022,York,England,United Kingdom
22587,Gina C Alonso,51,S,F,05-01-2022,München,Hamburg,Germany
22588,Teresa D Martin,57,S,F,07-09-2022,Gloucestershire,England,United Kingdom
22589,Cynthia Suri,57,S,F,8/27/2022,Oxford,England,United Kingdom
22590,Oscar B Hughes,58,M,M,5/13/2022,Neunkirchen,Saarland,Germany
22591,Jon G Becker,54,S,M,5/23/2022,Hamburg,Hamburg,Germany
22592,Lindsey K Anand,57,S,F,11/16/2022,Stoke-on-Trent,England,United Kingdom
22593,Thomas C Johnson,57,S,M,8/26/2022,Villeneuve-d'Ascq,Nord,France
22594,Gabriella S James,56,M,F,11-04-2022,Billericay,England,United Kingdom
22595,Nicolas W Xie,51,M,M,07-06-2022,Colomiers,Garonne (Haute),France
22596,Omar A Xu,53,M,M,11-01-2022,London,England,United Kingdom
22597,Rachael V Chandra,52,M,F,5/16/2022,Berlin,Hamburg,Germany
22598,Donald Sanchez,58,S,M,5/26/2022,Berlin,Saarland,Germany
22599,Philip Gill,58,M,M,11-11-2022,London,England,United Kingdom
22600,Maurice L Kumar,42,S,M,12/16/2022,Kirkby,England,United Kingdom
22601,Aimee Gao,59,M,F,8/22/2022,Orleans,Loiret,France
22602,Kelli Andersen,41,S,F,12-07-2022,Wokingham,England,United Kingdom
22603,Autumn He,41,S,F,8/27/2022,Roubaix,Nord,France
22604,Wyatt V Simmons,47,S,M,12-12-2022,Leeds,England,United Kingdom
22605,Derrick R Schmidt,47,S,M,12-12-2022,Watford,England,United Kingdom
22606,Alfredo C Hernandez,42,S,M,05-06-2022,Mühlheim,Hamburg,Germany
22607,Whitney Y Gonzalez,47,S,F,6/13/2022,Neunkirchen,Saarland,Germany
22608,Arthur L Munoz,48,S,M,12/17/2022,Bracknell,England,United Kingdom
22609,Clarence L Cai,47,M,M,06-07-2022,Berlin,Hamburg,Germany
22610,Brent A Chen,47,M,M,06-04-2022,Berlin,Saarland,Germany
22611,Chad Deng,47,M,M,11/24/2022,Runcorn,England,United Kingdom
22612,Franklin M Huang,48,S,M,08-07-2022,Boulogne-sur-Mer,Pas de Calais,France
22613,Dale M Luo,48,S,M,01-10-2022,Oxon,England,United Kingdom
22614,Tommy H Shan,42,S,M,1/18/2022,London,England,United Kingdom
22615,Misty Xu,48,S,F,6/19/2022,Hannover,Nordrhein-Westfalen,Germany
22616,Jake Zhang,48,S,M,11/28/2022,Maidenhead,England,United Kingdom
22617,Andres Nath,37,M,M,12/16/2022,Erlangen,Bayern,Germany
22618,Rosa Cai,48,M,F,12-06-2022,London,England,United Kingdom
22619,Robin Hernandez,48,S,F,12-12-2022,Hamburg,Hamburg,Germany
22620,Stefanie R Suri,48,S,F,02-09-2022,Hannover,Nordrhein-Westfalen,Germany
22621,Xavier Davis,42,M,M,4/21/2022,Werne,Nordrhein-Westfalen,Germany
22622,Neil M Sanz,65,M,M,8/27/2022,London,England,United Kingdom
22623,Jamie M Suarez,65,S,M,6/28/2022,Stuttgart,Saarland,Germany
22624,Sandra Wu,66,M,F,01-02-2023,Roubaix,Nord,France
22625,Meagan Patel,49,S,F,2/25/2022,Drancy,Seine Saint Denis,France
22626,Arturo Anand,49,S,M,08-07-2022,Saint Germain en Laye,Yveline,France
22627,Shawna K Sharma,43,S,F,6/25/2022,Essen,Hamburg,Germany
22628,Marshall J Lu,49,M,M,06-04-2022,Duesseldorf,Hessen,Germany
22629,Matthew Rodriguez,94,M,M,06-06-2022,Kirkby,England,United Kingdom
22630,Roger Wu,43,M,M,1/19/2022,Esher-Molesey,England,United Kingdom
22631,Theodore Serrano,49,S,M,01-06-2022,Esher-Molesey,England,United Kingdom
22632,Tabitha C Perez,49,M,F,08-08-2022,Paris,Seine (Paris),France
22633,Claudia E Zhao,49,S,F,05-08-2022,Hof,Bayern,Germany
22634,Giraldo Hierro Sandoval,49,S,F,12/23/2022,Kirkby,England,United Kingdom
22635,Kristi L Hernandez,49,S,F,12-10-2022,London,England,United Kingdom
22636,Stacey E Zhu,43,S,F,12/23/2022,Peterborough,England,United Kingdom
22637,Ana R Alexander,43,M,F,12-05-2022,Runcorn,England,United Kingdom
22638,Kristi Gutierrez,44,S,F,06-12-2022,Solingen,Nordrhein-Westfalen,Germany
22639,Lori M Munoz,39,S,F,2/20/2022,Gloucestershire,England,United Kingdom
22640,Caleb Li,50,M,M,2/13/2022,Newcastle upon Tyne,England,United Kingdom
22641,Abigail G Diaz,39,S,F,9/18/2022,Saint-Denis,Seine Saint Denis,France
22642,Garrett Rivera,39,S,M,2/14/2022,Stoke-on-Trent,England,United Kingdom
22643,Brenda D Suri,49,S,F,2/22/2022,Berkshire,England,United Kingdom
22644,Marc C Ortega,45,S,M,6/23/2022,Hamburg,Hamburg,Germany
22645,Isabella Murphy,50,S,F,9/15/2022,Metz,Moselle,France
22646,Cara H She,51,S,F,2/16/2022,London,England,United Kingdom
22647,Taylor D Martinez,49,S,F,8/29/2022,Chatou,Yveline,France
22648,Kaitlin J Srini,50,S,F,09-06-2022,Pantin,Seine Saint Denis,France
22649,Corey Tang,45,S,M,9/20/2022,Metz,Moselle,France
22650,Kristina J Suri,51,S,F,06-07-2022,Eilenburg,Brandenburg,Germany
22651,Frederick Sara,50,S,M,9/22/2022,Les Ulis,Essonne,France
22652,Gilbert B Shan,51,S,M,6/18/2022,Kiel,Saarland,Germany
22653,Carolyn F Dominguez,52,S,F,02-11-2022,London,England,United Kingdom
22654,Orlando Romero,52,S,M,9/16/2022,Colombes,Hauts de Seine,France
22655,Lucas M Young,47,S,M,7/16/2022,Hof,Bayern,Germany
22656,Willie T Goel,53,S,M,3/22/2022,Leeds,England,United Kingdom
22657,Clinton Suarez,48,S,M,09-08-2022,Watford,England,United Kingdom
22658,Devin Rodriguez,52,S,M,11-06-2022,Bobigny,Seine Saint Denis,France
22659,Shawna Luo,48,S,F,11-09-2022,Hof,Bayern,Germany
22660,Monica M Lopez,47,S,F,1/13/2023,Bottrop,Nordrhein-Westfalen,Germany
22661,Tracy Shan,42,M,F,10/31/2022,Colombes,Hauts de Seine,France
22662,Tyrone S Carlson,53,M,M,11/20/2022,Kirkby,England,United Kingdom
22663,Terrence P Deng,51,S,M,9/24/2022,Boulogne-sur-Mer,Pas de Calais,France
22664,Dawn A Yang,51,M,F,10-08-2022,Lille,Nord,France
22665,Orlando L Diaz,50,S,M,5/16/2022,Hof,Bayern,Germany
22666,Mayra Srini,50,M,F,6/16/2022,München,Nordrhein-Westfalen,Germany
22667,Roy M Rana,40,S,M,01-03-2022,Gloucestershire,England,United Kingdom
22668,Adrienne Y Hernandez,45,M,F,1/16/2022,London,England,United Kingdom
22669,Lindsay E Raji,45,S,F,1/19/2022,London,England,United Kingdom
22670,Erika J Sanz,51,M,F,3/14/2022,York,England,United Kingdom
22671,Wyatt King,54,S,M,03-05-2022,Leeds,England,United Kingdom
22672,Crystal W Wu,54,S,F,07-01-2022,Kirkby,England,United Kingdom
22673,Andy Gill,53,S,M,9/14/2022,Pantin,Seine Saint Denis,France
22674,Troy C Prasad,54,S,M,07-02-2022,Hof,Bayern,Germany
22675,Alexandra A Winston,41,S,F,9/15/2022,Paris,Seine (Paris),France
22676,Stefanie Jordan,47,S,F,2/23/2022,Paris,Seine (Paris),France
22677,Reginald Carlson,52,S,M,11-12-2022,Hamburg,Hessen,Germany
22678,Sydney Lee,42,M,F,7/16/2022,Hof,Bayern,Germany
22679,Derrick A Dominguez,53,M,M,8/31/2022,München,Nordrhein-Westfalen,Germany
22680,Lee D Suarez,53,M,M,11/18/2022,Paderborn,Hamburg,Germany
22681,Tristan T Barnes,53,S,M,06-10-2022,Bobigny,Seine Saint Denis,France
22682,Willie C Luo,53,S,M,1/17/2023,Cergy,Val d'Oise,France
22683,David Garcia,54,S,M,5/18/2022,Villeneuve-d'Ascq,Nord,France
22684,Lauren W Cooper,54,M,F,11/27/2022,Hamburg,Hamburg,Germany
22685,Barbara Ma,38,S,F,7/25/2022,Hamburg,Hessen,Germany
22686,Wayne H Anand,38,S,M,03-11-2022,London,England,United Kingdom
22687,Javier M Jiménez,53,M,M,12/29/2021,London,England,United Kingdom
22688,Seth Perez,55,S,M,7/25/2022,Ingolstadt,Bayern,Germany
22689,Gilbert A Zheng,55,S,M,10/15/2022,Les Ulis,Essonne,France
22690,Kurt C Luo,44,M,M,10/25/2022,Les Ulis,Essonne,France
22691,Gerald V Raman,55,M,M,10/17/2022,Suresnes,Hauts de Seine,France
22692,Paula L Alonso,54,M,F,11/15/2022,Croix,Nord,France
22693,Darryl Gao,55,M,M,02-02-2022,Cergy,Val d'Oise,France
22694,Molly N Kapoor,39,S,F,07-07-2022,Duesseldorf,Hessen,Germany
22695,Darren Martin,39,S,M,03-10-2022,London,England,United Kingdom
22696,Kari Vazquez,40,S,F,11/15/2022,Boulogne-sur-Mer,Pas de Calais,France
22697,Harold S Sara,40,S,M,03-06-2022,Drancy,Seine Saint Denis,France
22698,Bradley A Andersen,42,M,M,4/13/2022,Les Ulis,Essonne,France
22699,Clarence A Chande,42,M,M,11/23/2022,Paderborn,Nordrhein-Westfalen,Germany
22700,Gina Serrano,36,M,F,7/18/2022,Berlin,Hessen,Germany
22701,Anne Navarro,42,S,F,07-04-2022,Kiel,Saarland,Germany
22702,Patricia G Gonzalez,42,S,F,11/13/2022,Colombes,Hauts de Seine,France
22703,Melvin D Raji,41,S,M,01-07-2023,Les Ulis,Essonne,France
22704,Bethany B Raje,41,S,F,6/15/2022,Paris,Seine (Paris),France
22705,Adriana Kapoor,41,S,F,02-11-2022,Berlin,Hessen,Germany
22706,Andy Ruth,41,S,F,1/16/2023,Hamburg,Hessen,Germany
22707,Haley Russell,41,S,F,08-11-2022,Neunkirchen,Saarland,Germany
22708,Anne J Ruiz,43,S,F,09-10-2022,Suresnes,Hauts de Seine,France
22709,Tamara Gao,38,S,F,9/13/2022,Dunkerque,Nord,France
22710,Trisha A Zhao,43,M,F,4/18/2022,Frankfurt am Main,Hamburg,Germany
22711,Isaiah G Hernandez,44,S,M,7/17/2022,Frankfurt,Hessen,Germany
22712,Monique Romero,43,S,F,10/20/2022,Metz,Moselle,France
22713,Joseph A Miller,50,S,M,6/21/2020,Cliffside,British Columbia,Canada
22714,Angelica Alexander,52,M,F,6/25/2022,Shawnee,British Columbia,Canada
22715,Marcus Watson,51,M,M,5/16/2022,Sooke,British Columbia,Canada
22716,Caleb Nelson,41,S,M,7/17/2022,Edmonds,Washington,United States
22717,Nicole S Watson,47,M,F,07-09-2022,Walla Walla,Washington,United States
22718,Zachary L Simmons,52,M,M,7/28/2022,Berkeley,California,United States
22719,Jesse Brooks,52,S,M,7/18/2022,Concord,California,United States
22720,Jonathan Alexander,41,M,M,12/26/2022,Long Beach,California,United States
22721,Colleen E Lin,55,M,F,08-07-2022,Ballard,Washington,United States
22722,Tina Fernandez,55,S,F,7/20/2022,Burlingame,California,United States
22723,Alexander G Anderson,74,M,M,9/29/2022,West Covina,California,United States
22724,Noah E Evans,64,M,M,7/28/2022,Downey,California,United States
22725,Richard A Gonzales,74,M,M,08-03-2022,Puyallup,Washington,United States
22726,Anna A Morris,68,M,F,12/28/2022,Kirkland,Washington,United States
22727,Jodi She,68,M,F,04-06-2022,Bremerton,Washington,United States
22728,Arianna Russell,74,M,F,2/24/2022,Cliffside,British Columbia,Canada
22729,Seth Nelson,74,M,M,04-06-2022,Grossmont,California,United States
22730,Timothy L Perez,74,M,M,09-02-2022,Royal Oak,British Columbia,Canada
22731,Brandon L Henderson,74,M,M,07-09-2022,La Jolla,California,United States
22732,Sean Turner,74,M,M,06-01-2020,Sooke,British Columbia,Canada
22733,Alexandria Powell,74,M,F,07-04-2022,Bremerton,Washington,United States
22734,Maria N Adams,73,S,F,2/24/2022,San Francisco,California,United States
22735,Katherine Jones,73,M,F,05-02-2022,Corvallis,Oregon,United States
22736,Katherine V Morgan,73,M,F,03-12-2022,Tacoma,Washington,United States
22737,Heidi S Sai,73,M,F,6/13/2022,Berkeley,California,United States
22738,Haley Diaz,67,M,F,10/16/2022,Novato,California,United States
22739,Destiny J Rodriguez,73,M,F,2/13/2022,Langley,British Columbia,Canada
22740,Kimberly Rogers,72,S,F,11-07-2022,Berkeley,California,United States
22741,Darryl R He,71,M,M,3/24/2022,Ballard,Washington,United States
22742,Nathan Nelson,72,S,M,03-04-2022,Beaverton,Oregon,United States
22743,Kaylee A Murphy,66,M,F,03-01-2022,Kirkland,Washington,United States
22744,Edward Wright,72,S,M,9/30/2022,Concord,California,United States
22745,Alexandria A Patterson,72,M,F,03-09-2022,Woodland Hills,California,United States
22746,Erica J Zhang,72,M,F,7/17/2022,Concord,California,United States
22747,Brianna H Martinez,72,M,F,4/15/2022,Glendale,California,United States
22748,Adam R Phillips,71,S,M,07-05-2020,Royal Oak,British Columbia,Canada
22749,Miranda Patterson,71,M,F,07-11-2022,Port Orchard,Washington,United States
22750,Jesse D Gonzalez,71,M,M,10/18/2022,Downey,California,United States
22751,Samuel P Rodriguez,71,M,M,6/13/2022,El Cajon,California,United States
22752,Daniel J Brown,71,M,M,5/18/2022,Lebanon,Oregon,United States
22753,Hailey G Morgan,70,S,F,7/29/2022,Portland,Oregon,United States
22754,Robert S Foster,70,M,M,09-12-2022,Marysville,Washington,United States
22755,Christian Brown,70,M,M,12-12-2022,Cliffside,British Columbia,Canada
22756,Jon Nath,70,M,M,05-01-2022,Berkeley,California,United States
22757,Savannah J Peterson,70,M,F,1/16/2023,Mill Valley,California,United States
22758,Katherine M Jackson,63,S,F,04-04-2022,Corvallis,Oregon,United States
22759,Julia A Ramirez,68,M,F,6/18/2022,Olympia,Washington,United States
22760,Hunter B Chen,69,M,M,4/20/2022,Olympia,Washington,United States
22761,Eduardo W Price,69,S,M,9/18/2022,Renton,Washington,United States
22762,Melissa Diaz,69,M,F,9/28/2022,Renton,Washington,United States
22763,Rebecca Gonzalez,69,S,F,10-09-2022,Seattle,Washington,United States
22764,Chase A Brooks,69,M,M,09-03-2022,Yakima,Washington,United States
22765,Luis J Collins,68,M,M,07-06-2020,Westminster,British Columbia,Canada
22766,Cassidy Hayes,68,M,F,5/20/2022,Port Orchard,Washington,United States
22767,Luis B Hernandez,68,M,M,3/25/2022,Woodburn,Oregon,United States
22768,Aaron A Zhang,68,M,M,4/19/2022,Burbank,California,United States
22769,Benjamin Martin,68,M,M,06-08-2022,Long Beach,California,United States
22770,Chloe L Morgan,67,M,F,7/20/2022,Oakland,California,United States
22771,Mason D King,66,M,M,01-08-2023,Victoria,British Columbia,Canada
22772,Erin B Watson,66,M,F,3/23/2022,Victoria,British Columbia,Canada
22773,Autumn D Zhang,62,M,F,10/29/2022,Bellingham,Washington,United States
22774,Caleb Alexander,67,M,M,12/25/2022,Everett,Washington,United States
22775,Madison Martinez,67,M,F,07-03-2022,Concord,California,United States
22776,Julia Perry,67,M,F,5/30/2022,La Jolla,California,United States
22777,Tyler Garcia,66,M,M,06-05-2022,Edmonds,Washington,United States
22778,Monique C Dominguez,65,M,F,4/24/2022,Bellflower,California,United States
22779,Lance Ruiz,65,M,M,1/14/2023,Berkeley,California,United States
22780,Jennifer Rogers,66,M,F,4/21/2022,Long Beach,California,United States
22781,Hunter Powell,66,M,M,01-07-2023,Palo Alto,California,United States
22782,Dakota N Wood,66,S,M,7/22/2022,San Gabriel,California,United States
22783,Isaac C Green,65,M,M,09-09-2022,Lynnwood,Washington,United States
22784,Nicholas H Jackson,59,M,M,07-08-2022,Los Angeles,California,United States
22785,Oscar Perry,65,M,M,07-03-2020,N. Vancouver,British Columbia,Canada
22786,Wyatt Goldstein,65,M,M,11-02-2022,Burien,Washington,United States
22787,Andrea L Sanchez,65,M,F,07-05-2022,Woodland Hills,California,United States
22788,Jordan Jenkins,64,M,M,7/13/2022,Torrance,California,United States
22789,Richard Taylor,65,M,M,7/17/2022,San Diego,California,United States
22790,Luke H Phillips,65,S,M,7/25/2022,Santa Cruz,California,United States
22791,Taylor Jenkins,65,M,F,4/23/2022,Chula Vista,California,United States
22792,Thomas W Carter,53,M,M,08-09-2022,Portland,Oregon,United States
22793,Antonio M Jenkins,64,S,M,9/24/2022,Yakima,Washington,United States
22794,Kelli Deng,43,M,F,03-04-2022,Gloucestershire,England,United Kingdom
22795,Tara G Yuan,49,M,F,2/21/2022,Paris,Seine (Paris),France
22796,Brad Nath,60,M,M,5/16/2022,Saint Ouen,Charente-Maritime,France
22797,Leonard S She,60,M,M,12/20/2022,Grevenbroich,Bayern,Germany
22798,Heidi L Fernandez,60,M,F,05-07-2022,Gateshead,England,United Kingdom
22799,Riley Alexander,61,M,F,11/23/2022,Billericay,England,United Kingdom
22800,Dwayne G Alvarez,62,M,M,12-08-2022,Colombes,Hauts de Seine,France
22801,Alicia Raje,62,M,F,9/13/2022,Bonn,Nordrhein-Westfalen,Germany
22802,Ann A Van,57,S,F,1/21/2023,Frankfurt,Bayern,Germany
22803,Marshall J Shan,62,S,M,12/20/2022,Werne,Nordrhein-Westfalen,Germany
22804,Kelly Butler,62,M,F,04-06-2022,Hamburg,Hamburg,Germany
22805,Cristina Goel,73,M,F,12-06-2022,Bonn,Hamburg,Germany
22806,Crystal E Sun,73,M,F,10/15/2022,Eilenburg,Brandenburg,Germany
22807,Cindy A Garcia,73,M,F,01-12-2023,London,England,United Kingdom
22808,Ebony A Suri,73,S,F,1/19/2022,West Sussex,England,United Kingdom
22809,Martin Sara,72,M,M,12/30/2022,Frankfurt am Main,Saarland,Germany
22810,Nathaniel Sanchez,72,M,M,12/22/2022,Paderborn,Nordrhein-Westfalen,Germany
22811,Brent Stone,72,M,M,11/17/2022,Gloucestershire,England,United Kingdom
22812,Destiny Washington,72,M,F,8/14/2022,Leeds,England,United Kingdom
22813,Jerry Deng,72,M,M,10/27/2022,London,England,United Kingdom
22814,Edwin Kumar,71,M,M,3/24/2022,Suresnes,Hauts de Seine,France
22815,Margaret P Wang,71,M,F,8/28/2022,Hamburg,Hamburg,Germany
22816,Erica Cai,71,M,F,12/13/2022,Offenbach,Saarland,Germany
22817,Calvin Nath,71,S,M,12/13/2022,Salzgitter,Hessen,Germany
22818,Janet M Ruiz,71,M,F,1/29/2022,Oxon,England,United Kingdom
22819,Daisy P Alvarez,64,M,F,8/16/2022,London,England,United Kingdom
22820,Alex Nelson,62,M,M,1/25/2023,Villeneuve-d'Ascq,Nord,France
22821,Wendy R Munoz,63,M,F,06-07-2022,Kassel,Hessen,Germany
22822,Devin A Anderson,63,M,M,12/31/2021,Warrington,England,United Kingdom
22823,Isabel Alexander,64,M,F,09-10-2022,Runcorn,England,United Kingdom
22824,April R Nath,59,M,F,12/14/2022,Roncq,Nord,France
22825,Kelli M Zeng,65,S,F,09-06-2022,Billericay,England,United Kingdom
22826,Christian S Russell,65,M,M,3/15/2022,Gateshead,England,United Kingdom
22827,Clayton C Gao,65,M,M,06-07-2022,Versailles,Yveline,France
